IAT,Ts,Arrival,Start,End,Tq,Tw
0.7260256219552144,0.3628909910513829,999.7913104219992,999.7913104219992,1000.1542014130506,0.36289099105135847,-2.4424906541753444E-14
0.2854298102084326,0.01417600930753493,1000.0767402322077,1000.1542014130506,1000.1683774223582,0.09163719015043625,0.07746118084290132
0.2546705491426111,0.3635771537607145,1000.3314107813503,1000.3314107813503,1000.694987935111,0.36357715376072974,1.5265566588595902E-14
0.0027594474831939084,0.11783982473725117,1000.3341702288335,1000.694987935111,1000.8128277598483,0.4786575310148464,0.36081770627759524
0.6164288340899726,0.13855065607561579,1000.9671118379825,1000.9671118379825,1001.1056624940582,0.13855065607560846,-7.327471962526033E-15
0.17520147707577544,0.0016626828471660538,1001.1423133150583,1001.1423133150583,1001.1439759979055,0.0016626828471544286,-1.1625249374258573E-14
0.12329997105224189,0.1010141632519597,1001.2656132861106,1001.2656132861106,1001.3666274493626,0.10101416325198898,2.9282132274488504E-14
0.02217839266295483,0.11469921657180322,1001.2877916787735,1001.3666274493626,1001.4813266659344,0.1935349871608878,0.07883577058908457
0.5294320041006453,0.24530370219433534,1001.8711978046304,1001.8711978046304,1002.1165015068246,0.24530370219429187,-4.346523141407488E-14
0.1036965077454954,0.13707443964098828,1001.9748943123758,1002.1165015068246,1002.2535759464656,0.2786816340898213,0.141607194448833
0.2872776035797107,0.1573978804949635,1002.2621719159555,1002.2621719159555,1002.4195697964504,0.15739788049495473,-8.770761894538737E-15
0.1484485564117259,0.017850501027744315,1002.4106204723672,1002.4195697964504,1002.4374202974782,0.026799825110970232,0.008949324083225917
0.1102608070173978,0.22152730152611913,1002.5208812793846,1002.5208812793846,1002.7424085809107,0.22152730152606637,-5.2763349245310565E-14
0.1415306712731535,0.12789485315067733,1002.6624119506578,1002.7424085809107,1002.8703034340614,0.20789148340361407,0.07999663025293674
0.8504737935051432,0.05150609563476133,1003.5128857441629,1003.5128857441629,1003.5643918397976,0.05150609563474973,-1.1601830607332886E-14
0.0827649196360968,0.09548446955229016,1003.595650663799,1003.595650663799,1003.6911351333513,0.09548446955227519,-1.49741330446318E-14
0.11796459168522444,0.045322308775585116,1003.7136152554842,1003.7136152554842,1003.7589375642598,0.04532230877555321,-3.1905034170165436E-14
0.13315455039607876,0.31297879988470484,1003.8467698058803,1003.8467698058803,1004.159748605765,0.3129787998847178,1.2934098236883074E-14
0.19338468506425593,0.1156046576404128,1004.0401544909446,1004.159748605765,1004.2753532634055,0.23519877246087617,0.11959411482046337
0.22803254207287244,0.3087215843606416,1004.3699897343249,1004.3699897343249,1004.6787113186856,0.30872158436068275,4.113376306236205E-14
0.010174898138710827,0.032178302423074304,1004.3801646324637,1004.6787113186856,1004.7108896211087,0.3307249886449881,0.2985466862219138
0.5375292040118742,0.23552875148893543,1004.9543283605045,1004.9543283605045,1005.1898571119934,0.23552875148891417,-2.1260770921571748E-14
0.4019121317456763,0.05996869444786028,1005.3562404922502,1005.3562404922502,1005.4162091866981,0.05996869444788899,2.871314297436811E-14
0.04486565152806749,0.28481765389531655,1005.4011061437783,1005.4162091866981,1005.7010268405934,0.2999206968150929,0.015103042919776377
0.031493784278105764,0.3325508209915036,1005.4325999280564,1005.7010268405934,1006.0335776615849,0.6009777335284525,0.2684269125369489
0.309372166881167,0.0580598714113276,1005.7419720949376,1006.0335776615849,1006.0916375329962,0.3496654380585369,0.29160556664720927
0.3722132853358353,0.2733291159831029,1006.2604172478365,1006.2604172478365,1006.5337463638195,0.2733291159830742,-2.8699265186560297E-14
0.48695454637762214,0.21351261694381057,1006.7473717942141,1006.7473717942141,1006.960884411158,0.21351261694383084,2.0261570199409107E-14
0.286509825489513,0.04182379672293115,1007.0338816197036,1007.0338816197036,1007.0757054164266,0.041823796722951556,2.040728697139116E-14
0.3381505011445144,0.06141181146226958,1007.3720321208481,1007.3720321208481,1007.4334439323103,0.06141181146222152,-4.8058779178461464E-14
0.11455300067566292,0.15568842861448207,1007.4865851215237,1007.4865851215237,1007.6422735501382,0.15568842861443954,-4.2521541843143495E-14
0.3736961398083227,0.0048670631441516945,1007.860281261332,1007.860281261332,1007.8651483244762,0.004867063144160966,9.271229617358046E-15
0.4961085762809897,0.0018438384108162332,1008.356389837613,1008.356389837613,1008.3582336760238,0.001843838410763965,-5.2268302533353683E-14
0.023084452895261426,0.033073585763611565,1008.3794742905083,1008.3794742905083,1008.4125478762719,0.0330735857636455,3.3931191190106347E-14
0.3953248130083456,0.24799754641794955,1008.7747991035166,1008.7747991035166,1009.0227966499345,0.24799754641799154,4.1994185906446546E-14
0.11232589880043457,0.023598243579553667,1008.887125002317,1009.0227966499345,1009.046394893514,0.1592698911970274,0.13567164761747372
0.5117158792317468,0.016708130347271078,1009.3988408815487,1009.3988408815487,1009.415549011896,0.0167081303472969,2.582309366339075E-14
0.3699685312233273,0.2144011991384909,1009.768809412772,1009.768809412772,1009.9832106119105,0.21440119913847866,-1.2240208846492351E-14
0.03473086478560035,0.40628555015421086,1009.8035402775577,1009.9832106119105,1010.3894961620647,0.5859558845070296,0.17967033435281876
0.18592563297642198,0.17526421556610378,1009.9894659105341,1010.3894961620647,1010.5647603776308,0.5752944670966826,0.40003025153057886
0.09091614949102349,0.2113672665525447,1010.4656483526353,1010.5647603776308,1010.7761276441834,0.310479291548063,0.09911202499551827
0.1598356136169154,0.11113535810468655,1010.6293016442044,1010.7761276441834,1010.887263002288,0.25796135808366216,0.1468259999789756
