IAT,Ts,Arrival,Start,End,Tq,Tw
0.25530355536212723,0.31513455711691585,999.9733316706353,999.9733316706353,1000.2884662277522,0.3151345571169486,3.275157922644212E-14
0.23913871383634677,0.07591377048570531,1000.2124703844717,1000.2884662277522,1000.364379998238,0.15190961376629275,0.07599584328058744
0.07199842580799498,0.019873400320621258,1000.2844688102797,1000.364379998238,1000.3842533985586,0.0997845882789079,0.07991118795828664
0.7151779719485486,0.2866306965776272,1000.9996467822282,1000.9996467822282,1001.2862774788058,0.2866306965776175,-9.658940314238862E-15
0.040260408285754244,0.29536764874266275,1001.039907190514,1001.2862774788058,1001.5816451275484,0.5417379370344406,0.24637028829177787
0.3328496976319622,0.1674331737625005,1001.372756888146,1001.5816451275484,1001.7490783013109,0.3763214131648738,0.20888823940237328
0.18491227664601873,0.41350902671106826,1001.5576691647921,1001.7490783013109,1002.1625873280219,0.6049181632298541,0.19140913651878588
0.027665068002266674,0.05611523963175256,1001.5853342327944,1002.1625873280219,1002.2187025676536,0.6333683348592558,0.5772530952275032
0.24128512409450598,0.32074693600008186,1001.8266193568888,1002.2187025676536,1002.5394495036537,0.7128301467648726,0.3920832107647907
0.1134419491081543,0.2435232167437403,1001.940061305997,1002.5394495036537,1002.7829727203974,0.8429114144004188,0.5993881976566785
0.27380773081450654,0.19351431030096114,1002.4064093793489,1002.7829727203974,1002.9764870306984,0.570077651349493,0.37656334104853184
0.1471030982763261,0.010212184435947238,1002.5535124776253,1002.9764870306984,1002.9866992151344,0.43318673750911785,0.4229745530731706
0.2511699472069679,0.4012388825032323,1002.8046824248323,1002.9866992151344,1003.3879380976376,0.5832556728053078,0.18201679030207546
0.388484270421054,0.04849942110940851,1003.1931666952534,1003.3879380976376,1003.4364375187471,0.24327082349373086,0.19477140238432233
0.6344286730303025,0.057926316785649315,1003.8275953682837,1003.8275953682837,1003.8855216850693,0.05792631678559701,-5.230538224765269E-14
0.0745634794351145,0.08447833164417434,1003.9021588477189,1003.9021588477189,1003.986637179363,0.08447833164416352,-1.0824674490095276E-14
0.46870907843820925,0.0956041189286744,1004.3708679261571,1004.3708679261571,1004.4664720450858,0.0956041189286907,1.6292522886374172E-14
0.30333722681338576,0.559117129478279,1004.6742051529704,1004.6742051529704,1005.2333222824487,0.5591171294782953,1.63202784619898E-14
0.129513647444856,0.2555894136051294,1004.8037188004153,1005.2333222824487,1005.4889116960538,0.6851928956385791,0.4296034820334497
0.06988038707264511,0.31042640821,1004.8735991874879,1005.4889116960538,1005.7993381042638,0.9257389167759129,0.6153125085659129
0.0885548403137007,0.3741214929153343,1004.9621540278016,1005.7993381042638,1006.1734595971792,1.2113055693776005,0.8371840764622662
0.2852653854058724,0.4577141817633379,1005.2474194132075,1006.1734595971792,1006.6311737789425,1.383754365735058,0.92604018397172
0.03398556822955045,0.6679199488976937,1005.4900071349173,1006.6311737789425,1007.2990937278403,1.809086592922995,1.1411666440253012
0.2417914953327568,0.2560986978920133,1005.8362282524882,1007.2990937278403,1007.5551924257322,1.7189641732439895,1.4628654753519763
0.763581518638127,0.029456244874032998,1006.7531481119374,1007.5551924257322,1007.5846486706063,0.8315005586688358,0.8020443137948028
0.13818452613542745,0.8441169296201482,1006.8913326380729,1007.5846486706063,1008.4287656002264,1.5374329621535026,0.6933160325333544
0.5613862442891386,0.2916625006705801,1007.452718882362,1008.4287656002264,1008.7204281008969,1.2677092185349466,0.9760467178643665
0.23046695746738388,0.12699186286683523,1007.6831858398293,1008.7204281008969,1008.8474199637637,1.1642341239344205,1.0372422610675853
0.08883960413050274,0.1516021510001921,1007.7720254439598,1008.8474199637637,1008.999022114764,1.2269966708041693,1.0753945198039772
0.5078874798612123,0.2606066607360669,1008.4631598109975,1008.999022114764,1009.2596287755,0.7964689645025373,0.5358623037664705
0.10869354512014577,0.009003232811270802,1008.8126270808552,1009.2596287755,1009.2686320083113,0.45600492745609245,0.44700169464482165
0.12284695564555066,0.29042788526096525,1008.9354740365008,1009.2686320083113,1009.5590598935723,0.6235858570715891,0.33315797181062384
0.07161073549853454,0.012357312670808595,1009.0070847719993,1009.5590598935723,1009.5714172062432,0.5643324342438518,0.5519751215730432
